name,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
AC_Bus2_ub_mu,0.504470,0.490452,0.477197,0.476867,0.476356,0.474629,0.472631,0.468097,0.474266,0.452970,0.469403,0.469176,0.472582,0.466203,0.485410,0.493822,0.491146,0.517480,0.539630,0.553011,0.583448,0.604803,0.635370,0.659977,0.672413,0.693345,0.703178,0.710988,0.729959,0.756528,0.774830,0.781061,0.814192,0.830572,0.831616,0.849421,0.881719,0.889381,0.895218,0.879747,0.892613,0.906740,0.912113,0.905858,0.911994,0.899384,0.912144,0.884642,0.895730,0.907079,0.885156,0.891895,0.918143,0.889092,0.882827,0.912544,0.891983,0.893807,0.902358,0.910418,0.921438,0.912315,0.931239,0.932040,0.915822,0.939970,0.932092,0.916507,0.939399,0.919862,0.902464,0.933598,0.923935,0.912872,0.906367,0.920614,0.923763,0.896265,0.888965,0.871702,0.868871,0.841502,0.822641,0.815480,0.774525,0.753290,0.713885,0.674549,0.651232,0.625312,0.605581,0.577302,0.544740,0.550957,0.544926,0.548255
AC_Bus2_ub_sigma,0.056201,0.052868,0.057555,0.050916,0.044193,0.052691,0.042410,0.048209,0.048934,0.045661,0.044750,0.046157,0.041335,0.044604,0.052206,0.053164,0.053540,0.049122,0.046840,0.059034,0.050587,0.055907,0.078846,0.068458,0.056378,0.070432,0.076595,0.069610,0.083121,0.076254,0.071859,0.076844,0.097237,0.080218,0.071430,0.084019,0.079965,0.098214,0.075253,0.081232,0.093294,0.090113,0.077076,0.090751,0.068860,0.076596,0.089396,0.108416,0.091152,0.087289,0.086150,0.089655,0.098159,0.098623,0.096749,0.089877,0.109610,0.097236,0.091830,0.095483,0.091897,0.093493,0.106895,0.084358,0.078255,0.095716,0.091107,0.079667,0.096648,0.093459,0.094214,0.090643,0.098206,0.076651,0.085335,0.089990,0.079940,0.098162,0.085225,0.088358,0.081264,0.098533,0.095307,0.070777,0.075553,0.070471,0.064926,0.069108,0.063201,0.053255,0.063359,0.061428,0.055102,0.054242,0.061712,0.049134
PV_Bus6_irr_mu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001780,0.003589,0.005148,0.006912,0.017463,0.027883,0.038160,0.049060,0.073214,0.095075,0.118109,0.143974,0.173193,0.208964,0.237505,0.269084,0.296626,0.320060,0.358416,0.388267,0.415446,0.454304,0.463514,0.492157,0.511543,0.533385,0.546627,0.555125,0.581758,0.588592,0.583686,0.591104,0.600800,0.589059,0.582367,0.578177,0.551894,0.548644,0.536063,0.536241,0.497269,0.481698,0.442227,0.433918,0.384635,0.366691,0.337101,0.300367,0.265564,0.235981,0.198066,0.171752,0.140738,0.115689,0.088207,0.064585,0.051166,0.038373,0.025085,0.011952,0.008950,0.006035,0.002979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus6_irr_sigma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000207,0.000298,0.000575,0.000663,0.001671,0.002548,0.004455,0.004781,0.006909,0.009868,0.012037,0.014141,0.016456,0.020467,0.023403,0.027306,0.030714,0.038419,0.029053,0.034012,0.044288,0.051522,0.047677,0.053431,0.049591,0.050226,0.055344,0.054702,0.057306,0.054890,0.056049,0.063102,0.060305,0.053460,0.057468,0.064632,0.059582,0.059633,0.054777,0.047824,0.053139,0.048178,0.044871,0.043965,0.044706,0.037072,0.035894,0.027925,0.029696,0.022669,0.022322,0.016295,0.014860,0.011832,0.007825,0.005793,0.003932,0.004572,0.002447,0.001091,0.000884,0.000564,0.000309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus14_irr_mu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001753,0.003478,0.005315,0.006973,0.017535,0.027243,0.038536,0.049501,0.071026,0.096076,0.120496,0.142091,0.170399,0.204755,0.238801,0.262044,0.300958,0.329547,0.356461,0.399093,0.418030,0.434481,0.460996,0.494327,0.508667,0.522845,0.543820,0.575056,0.571652,0.579040,0.584374,0.584090,0.596934,0.581873,0.581583,0.576481,0.575186,0.552408,0.537908,0.521955,0.498561,0.466670,0.445030,0.421979,0.392871,0.368178,0.337918,0.305613,0.262505,0.232105,0.198020,0.169789,0.139878,0.113954,0.089091,0.063495,0.051841,0.037353,0.024342,0.011911,0.008889,0.005903,0.002984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus14_irr_sigma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000206,0.000356,0.000531,0.000696,0.001683,0.002775,0.003979,0.004603,0.008623,0.006588,0.013183,0.014851,0.018601,0.019468,0.023189,0.028265,0.030852,0.034153,0.032870,0.040844,0.034495,0.033094,0.046620,0.051922,0.056814,0.046822,0.056852,0.059044,0.061365,0.053920,0.055683,0.054323,0.052681,0.052154,0.056107,0.050631,0.055946,0.051245,0.060904,0.051806,0.050378,0.055824,0.038706,0.043309,0.038203,0.035318,0.031617,0.028466,0.025297,0.025915,0.018605,0.019469,0.014883,0.012346,0.009751,0.005809,0.005276,0.003759,0.002336,0.001226,0.001020,0.000646,0.000281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus19_irr_mu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001745,0.003490,0.005317,0.006949,0.017523,0.028248,0.038326,0.048942,0.070606,0.093757,0.118326,0.141019,0.170286,0.205702,0.237086,0.266863,0.297703,0.325613,0.358960,0.391702,0.412747,0.446594,0.465593,0.490004,0.507576,0.534864,0.544796,0.547285,0.555567,0.586056,0.570676,0.602119,0.590786,0.585892,0.574307,0.575415,0.576698,0.559901,0.533028,0.515679,0.506152,0.478533,0.451736,0.428461,0.402437,0.364456,0.329470,0.302475,0.269832,0.229397,0.199932,0.169636,0.143108,0.118728,0.088669,0.063565,0.049925,0.037422,0.025613,0.012048,0.009057,0.006044,0.003076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus19_irr_sigma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000198,0.000392,0.000518,0.000744,0.001734,0.002637,0.003672,0.004591,0.007446,0.009963,0.011556,0.015324,0.015617,0.017520,0.022517,0.021479,0.031644,0.036160,0.036344,0.035180,0.040152,0.039646,0.039904,0.045563,0.053105,0.053530,0.046236,0.049911,0.057547,0.055453,0.060217,0.056687,0.067122,0.053030,0.056080,0.059141,0.058282,0.052201,0.054572,0.053583,0.053513,0.041781,0.038693,0.047129,0.040052,0.033080,0.030692,0.031938,0.023030,0.020396,0.017165,0.019307,0.012262,0.011758,0.008148,0.006318,0.005752,0.003150,0.002459,0.001187,0.000949,0.000608,0.000316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus25_irr_mu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001757,0.003486,0.005225,0.006920,0.017828,0.027262,0.037748,0.049793,0.072484,0.093505,0.118105,0.142031,0.170012,0.203370,0.239018,0.264684,0.301440,0.317900,0.364255,0.393597,0.414831,0.449390,0.473813,0.487137,0.507230,0.539472,0.546528,0.558117,0.572516,0.559661,0.590164,0.594805,0.590528,0.595499,0.587438,0.581044,0.558460,0.543854,0.525311,0.518108,0.496178,0.475042,0.446117,0.424525,0.398058,0.359746,0.333203,0.300163,0.270864,0.235186,0.201630,0.168137,0.142608,0.116569,0.089948,0.063440,0.051096,0.036951,0.024736,0.011983,0.009003,0.006001,0.002974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus25_irr_sigma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000182,0.000401,0.000535,0.000811,0.001841,0.002519,0.004192,0.004829,0.007056,0.011247,0.010908,0.011385,0.020138,0.021356,0.024251,0.026241,0.029022,0.038773,0.040125,0.041670,0.042319,0.044779,0.049284,0.056214,0.060702,0.049640,0.056570,0.053384,0.055670,0.056879,0.051480,0.056948,0.054565,0.056626,0.063626,0.058601,0.045969,0.056490,0.054213,0.061685,0.048924,0.047798,0.046736,0.039578,0.044897,0.038651,0.026870,0.027885,0.030119,0.022270,0.019852,0.019585,0.014707,0.010817,0.007511,0.005927,0.004960,0.003399,0.002216,0.001253,0.001037,0.000558,0.000299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus31_irr_mu,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001733,0.003513,0.005283,0.006943,0.017414,0.027767,0.037833,0.049213,0.072679,0.094603,0.118480,0.142635,0.173237,0.207231,0.236455,0.265242,0.303517,0.330483,0.356829,0.385460,0.416815,0.440365,0.465840,0.505126,0.501291,0.534524,0.544226,0.565325,0.559091,0.571629,0.592175,0.582415,0.586955,0.587208,0.576168,0.582646,0.570596,0.548820,0.536738,0.511790,0.492470,0.479696,0.444309,0.427425,0.403442,0.361433,0.324871,0.302247,0.266259,0.234781,0.199725,0.168948,0.144550,0.116012,0.087914,0.063636,0.051695,0.037996,0.024957,0.011915,0.008987,0.006129,0.002984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PV_Bus31_irr_sigma,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000164,0.000369,0.000473,0.000801,0.001816,0.002795,0.003570,0.004261,0.006514,0.009617,0.010266,0.015504,0.017731,0.019540,0.022749,0.025632,0.030598,0.030089,0.031175,0.039945,0.043350,0.040664,0.039169,0.040531,0.047757,0.056411,0.050894,0.048439,0.054262,0.062924,0.060566,0.049945,0.065107,0.055432,0.067331,0.055645,0.049063,0.052259,0.056468,0.052882,0.054470,0.041896,0.038080,0.045658,0.036535,0.035892,0.033699,0.025673,0.026680,0.022595,0.020914,0.017095,0.010599,0.012210,0.008595,0.006961,0.006135,0.004406,0.002114,0.001186,0.000853,0.000629,0.000297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
BESS_Bus18_en_mu,0.288776,0.281863,0.275028,0.272016,0.265708,0.264519,0.259468,0.261078,0.252278,0.256742,0.245779,0.254499,0.255519,0.264584,0.272078,0.281896,0.279715,0.301980,0.323827,0.342565,0.364798,0.397918,0.424408,0.443458,0.472919,0.489918,0.513193,0.531766,0.534781,0.560882,0.572759,0.573563,0.609565,0.624766,0.643204,0.653846,0.676769,0.675665,0.687228,0.698367,0.717093,0.702718,0.723941,0.725096,0.720219,0.717299,0.717376,0.724028,0.718844,0.710444,0.726467,0.711185,0.722858,0.717708,0.723747,0.722922,0.707495,0.710955,0.707775,0.734239,0.726896,0.722185,0.724808,0.745213,0.728512,0.743092,0.755901,0.743451,0.747806,0.744948,0.725796,0.743820,0.729766,0.742135,0.721003,0.728983,0.726608,0.711448,0.699757,0.680177,0.675571,0.661058,0.635268,0.619538,0.582235,0.549403,0.530931,0.487040,0.453204,0.420819,0.396128,0.359731,0.332582,0.348803,0.340255,0.332506
BESS_Bus18_en_sigma,0.028601,0.026463,0.027905,0.026362,0.026845,0.024225,0.026246,0.027570,0.023970,0.021087,0.027394,0.026644,0.023332,0.024471,0.022258,0.024282,0.027847,0.033568,0.025069,0.031677,0.038521,0.041171,0.037022,0.044332,0.045786,0.045863,0.050678,0.050401,0.051359,0.052307,0.051676,0.054555,0.062542,0.063347,0.073288,0.062673,0.071026,0.061600,0.058767,0.084057,0.062044,0.076621,0.065305,0.065790,0.071757,0.075822,0.076037,0.061504,0.075537,0.066307,0.066424,0.063488,0.077899,0.076719,0.070041,0.080155,0.069789,0.068830,0.077186,0.077846,0.075415,0.078780,0.064103,0.073329,0.070714,0.067386,0.065110,0.072622,0.066137,0.101592,0.073604,0.073777,0.070947,0.064268,0.062590,0.081216,0.082550,0.075245,0.068323,0.064750,0.075319,0.061183,0.055583,0.054211,0.067357,0.054987,0.045802,0.047407,0.047092,0.042129,0.036386,0.033502,0.033261,0.032067,0.035944,0.032900
