name,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
Load14_cur_mu,0.400124,0.386971,0.386543,0.383496,0.385912,0.385758,0.377938,0.378342,0.365214,0.366285,0.374347,0.365219,0.371943,0.380625,0.392101,0.394313,0.395919,0.424635,0.431177,0.457702,0.474046,0.496839,0.528996,0.547952,0.582770,0.584732,0.608678,0.642111,0.637306,0.647401,0.663523,0.685376,0.711290,0.713497,0.718343,0.759301,0.765526,0.773949,0.786536,0.781941,0.800709,0.776808,0.797945,0.820892,0.820740,0.819355,0.802443,0.813488,0.804607,0.789479,0.805276,0.792026,0.803914,0.814341,0.803115,0.782452,0.814475,0.799183,0.808255,0.801245,0.802797,0.816765,0.838664,0.807376,0.821575,0.825846,0.832844,0.839837,0.823072,0.826602,0.839379,0.810835,0.830446,0.808686,0.817616,0.808486,0.795301,0.806974,0.788550,0.787538,0.762593,0.730352,0.723750,0.700085,0.660380,0.644883,0.609471,0.595929,0.543540,0.520873,0.488601,0.463790,0.446071,0.440209,0.439737,0.455884
Load14_cur_sigma,0.036384,0.039915,0.038143,0.034895,0.037252,0.039771,0.043619,0.036800,0.037720,0.035970,0.038511,0.032970,0.032565,0.039001,0.038595,0.038401,0.040230,0.043835,0.046747,0.045904,0.047680,0.052750,0.047882,0.057431,0.058319,0.058836,0.052524,0.063871,0.059646,0.065170,0.071365,0.068665,0.069564,0.067221,0.061185,0.073607,0.079435,0.077284,0.075425,0.071413,0.081537,0.075918,0.076418,0.072812,0.078344,0.072771,0.073647,0.089444,0.077449,0.069392,0.092804,0.084699,0.089337,0.075435,0.088276,0.087387,0.083403,0.076629,0.094965,0.077050,0.085560,0.074937,0.088643,0.077762,0.081439,0.090372,0.082606,0.076214,0.086578,0.085019,0.096565,0.071602,0.082955,0.081383,0.072326,0.077896,0.092867,0.093631,0.092564,0.071761,0.074441,0.075040,0.059131,0.074248,0.066227,0.060712,0.057984,0.057969,0.053582,0.052086,0.053430,0.047531,0.049662,0.038669,0.050317,0.037496
Load15_cur_mu,0.393685,0.392518,0.389223,0.388589,0.378589,0.373752,0.373829,0.382597,0.370429,0.369600,0.375093,0.375071,0.374804,0.372565,0.387891,0.389932,0.393154,0.418812,0.427429,0.450076,0.480204,0.515296,0.523405,0.549709,0.588379,0.610493,0.598627,0.620359,0.632168,0.640121,0.662313,0.686038,0.704686,0.718455,0.744506,0.735215,0.777673,0.773650,0.772113,0.782757,0.788860,0.790912,0.803425,0.807365,0.814717,0.827186,0.798049,0.814292,0.793036,0.789401,0.819729,0.805411,0.781444,0.787060,0.782666,0.792369,0.806973,0.803375,0.788577,0.824069,0.830849,0.805193,0.809021,0.818188,0.826868,0.811365,0.843301,0.829608,0.822330,0.833116,0.826229,0.828357,0.835028,0.821236,0.810771,0.796889,0.815966,0.797832,0.766144,0.781551,0.772772,0.730803,0.718111,0.693965,0.677282,0.648630,0.624820,0.601392,0.554323,0.523498,0.504313,0.471566,0.445564,0.447175,0.448107,0.440197
Load15_cur_sigma,0.039594,0.037161,0.032300,0.042118,0.031892,0.036842,0.041400,0.036312,0.034440,0.032912,0.042991,0.041526,0.042263,0.034234,0.032335,0.037478,0.037131,0.034783,0.036576,0.045214,0.045387,0.048624,0.056266,0.047845,0.067588,0.059522,0.046271,0.059707,0.058262,0.056274,0.062101,0.067958,0.067502,0.076447,0.071801,0.068750,0.077415,0.078279,0.074895,0.090958,0.070754,0.083286,0.085483,0.072862,0.068067,0.086757,0.067200,0.083988,0.079567,0.084999,0.076411,0.093375,0.092192,0.067183,0.081834,0.085298,0.067450,0.074154,0.073654,0.069541,0.073789,0.074195,0.077685,0.095923,0.077691,0.075295,0.085004,0.084977,0.089527,0.082678,0.087766,0.095009,0.079377,0.081675,0.092872,0.071188,0.087042,0.076531,0.071762,0.074110,0.075680,0.070212,0.073245,0.068818,0.069330,0.068893,0.071856,0.063917,0.054469,0.044465,0.048582,0.045731,0.046272,0.044811,0.044816,0.046188
Load16_cur_mu,0.405011,0.396750,0.386458,0.375641,0.376221,0.375224,0.372943,0.375122,0.368312,0.373393,0.373859,0.372555,0.370070,0.368664,0.387064,0.391848,0.396432,0.419402,0.428750,0.465784,0.485361,0.516575,0.533046,0.565691,0.579456,0.604334,0.617912,0.618479,0.644939,0.642658,0.680106,0.692513,0.708854,0.717615,0.752229,0.767236,0.767689,0.778307,0.772706,0.800799,0.793657,0.810160,0.802140,0.802427,0.826854,0.787198,0.810801,0.806328,0.812068,0.819556,0.812540,0.805577,0.806620,0.798796,0.791299,0.802845,0.799302,0.800325,0.811162,0.826233,0.821538,0.802870,0.827906,0.833074,0.822649,0.829032,0.812695,0.829815,0.824219,0.838309,0.830444,0.847269,0.827352,0.808876,0.830288,0.807129,0.836312,0.785835,0.791681,0.789893,0.761691,0.752198,0.714796,0.704131,0.684246,0.645797,0.601982,0.580367,0.549674,0.510973,0.505569,0.472245,0.453232,0.451589,0.442611,0.451018
Load16_cur_sigma,0.036564,0.038486,0.038898,0.039578,0.038790,0.037512,0.035226,0.035040,0.039477,0.033692,0.041209,0.045529,0.031769,0.039707,0.036418,0.034089,0.042528,0.045179,0.043988,0.047066,0.050430,0.059715,0.055300,0.049048,0.056873,0.061945,0.057067,0.066493,0.077731,0.079270,0.060244,0.069919,0.073153,0.079848,0.070641,0.069048,0.085847,0.070343,0.076368,0.072700,0.076481,0.090281,0.086200,0.078483,0.085885,0.063831,0.081379,0.080981,0.078620,0.087912,0.075829,0.083672,0.073974,0.070090,0.077684,0.076850,0.081757,0.093816,0.087558,0.077184,0.076061,0.070088,0.087131,0.077479,0.084708,0.071695,0.079205,0.080556,0.087658,0.081327,0.066960,0.079056,0.081295,0.071888,0.070792,0.077883,0.071986,0.075381,0.075067,0.069417,0.090904,0.069740,0.054730,0.069907,0.072151,0.052377,0.069827,0.058528,0.052618,0.059997,0.054670,0.046905,0.045128,0.046521,0.048013,0.037661
Load17_cur_mu,0.408396,0.403061,0.392362,0.385472,0.380002,0.386173,0.375775,0.375984,0.370807,0.359952,0.355678,0.375246,0.367684,0.382269,0.382272,0.394106,0.394633,0.403057,0.427054,0.458776,0.481201,0.508965,0.517758,0.557502,0.570579,0.604490,0.602438,0.629437,0.644057,0.648062,0.675620,0.676465,0.701681,0.706605,0.729631,0.749434,0.765618,0.767756,0.770348,0.788865,0.799601,0.778807,0.805437,0.820151,0.822699,0.820661,0.805578,0.811390,0.807669,0.788224,0.791239,0.803544,0.791560,0.798816,0.802313,0.821938,0.805829,0.804057,0.793734,0.781933,0.802726,0.813528,0.814625,0.809760,0.839890,0.823335,0.828599,0.836011,0.838009,0.816521,0.809612,0.822697,0.834057,0.844563,0.815528,0.808763,0.795132,0.768413,0.798042,0.781932,0.768921,0.748299,0.713632,0.707688,0.684161,0.648579,0.621248,0.578694,0.556201,0.523521,0.485756,0.470170,0.443665,0.455627,0.450458,0.452005
Load17_cur_sigma,0.031717,0.037583,0.036178,0.041203,0.042739,0.041060,0.040778,0.041132,0.031324,0.035436,0.038989,0.034985,0.032476,0.036082,0.042666,0.038751,0.044480,0.041637,0.044554,0.049128,0.052831,0.052666,0.060133,0.050083,0.053608,0.053059,0.052637,0.063816,0.068924,0.073426,0.070220,0.059435,0.072437,0.077682,0.073857,0.073379,0.074150,0.067411,0.093991,0.080342,0.093073,0.074711,0.096544,0.098430,0.069679,0.072356,0.084574,0.072158,0.075392,0.069609,0.079241,0.072481,0.079534,0.077117,0.068662,0.077385,0.084599,0.072444,0.088146,0.093810,0.082668,0.076349,0.086516,0.074725,0.091147,0.082086,0.082344,0.082479,0.071855,0.076394,0.084478,0.079271,0.083757,0.091563,0.082358,0.085922,0.081310,0.064053,0.069585,0.076658,0.067546,0.072419,0.068852,0.070811,0.061606,0.073906,0.057198,0.064067,0.052561,0.048404,0.051150,0.037405,0.040122,0.043312,0.047741,0.046436
Load18_cur_mu,0.401499,0.394414,0.396227,0.373754,0.379904,0.382337,0.375614,0.380988,0.356723,0.370080,0.377337,0.363661,0.361769,0.373010,0.384533,0.395811,0.400799,0.414559,0.448808,0.450899,0.489186,0.503099,0.519230,0.544924,0.590339,0.602603,0.607653,0.620508,0.634554,0.643952,0.671752,0.700962,0.697952,0.720411,0.731896,0.740265,0.764073,0.771836,0.782002,0.771764,0.785482,0.809378,0.802323,0.807840,0.786135,0.796903,0.800908,0.799250,0.807221,0.795316,0.803211,0.805102,0.789079,0.799178,0.783254,0.786222,0.806942,0.789165,0.809428,0.822140,0.829343,0.811476,0.810787,0.805916,0.805297,0.821539,0.832825,0.844375,0.836963,0.814584,0.828447,0.843321,0.833484,0.820173,0.824088,0.805741,0.788353,0.793517,0.779746,0.768882,0.744709,0.744887,0.704276,0.681446,0.692090,0.650209,0.629905,0.574678,0.547610,0.522118,0.509514,0.478438,0.444482,0.443565,0.448853,0.446403
Load18_cur_sigma,0.042184,0.038061,0.042151,0.042666,0.032265,0.037661,0.045561,0.040853,0.036608,0.043014,0.033333,0.038067,0.040039,0.035871,0.043175,0.042035,0.035738,0.041231,0.042856,0.042116,0.053257,0.044947,0.057068,0.058040,0.058409,0.053756,0.067290,0.076417,0.062865,0.063408,0.068388,0.060828,0.062334,0.072872,0.058210,0.078111,0.091359,0.062425,0.080984,0.067305,0.074464,0.081013,0.083478,0.081489,0.077726,0.071853,0.092434,0.079303,0.086879,0.077942,0.084491,0.079916,0.084616,0.077464,0.084741,0.079673,0.085550,0.066683,0.089356,0.080045,0.066576,0.089588,0.078065,0.088023,0.091429,0.087390,0.088119,0.080457,0.077497,0.100017,0.079352,0.069342,0.072642,0.090742,0.086563,0.076097,0.068312,0.079613,0.084837,0.074649,0.066804,0.071916,0.065521,0.068639,0.062470,0.061961,0.056252,0.056223,0.058582,0.053208,0.050866,0.049602,0.042133,0.047358,0.034687,0.044984
Load19_cur_mu,0.396933,0.387944,0.392513,0.375105,0.374446,0.375914,0.382394,0.372402,0.367964,0.372443,0.368700,0.360041,0.363816,0.368058,0.382827,0.387035,0.403455,0.423146,0.424111,0.458037,0.484688,0.505473,0.530924,0.554713,0.579963,0.599944,0.601067,0.627480,0.649018,0.643771,0.674341,0.665085,0.704428,0.710298,0.731665,0.752685,0.753921,0.777305,0.775257,0.791797,0.784014,0.803551,0.818892,0.800035,0.796496,0.793118,0.806234,0.799422,0.807379,0.788606,0.780061,0.804848,0.799120,0.813247,0.791800,0.829790,0.775478,0.802356,0.812316,0.802115,0.820492,0.824768,0.824822,0.830799,0.830876,0.813805,0.822550,0.831274,0.821039,0.836122,0.824226,0.809181,0.814506,0.836092,0.808523,0.827073,0.787454,0.797084,0.786488,0.775089,0.761016,0.726261,0.725910,0.701181,0.691041,0.656236,0.609384,0.578808,0.554549,0.523225,0.505700,0.476274,0.449768,0.441078,0.448866,0.455016
Load19_cur_sigma,0.039060,0.041601,0.038227,0.038556,0.040482,0.039200,0.041087,0.031407,0.033863,0.035187,0.041857,0.037648,0.042424,0.034483,0.044193,0.043313,0.037054,0.047317,0.041743,0.047701,0.041471,0.046288,0.050354,0.054899,0.045602,0.053013,0.061458,0.063842,0.057756,0.066713,0.069389,0.065461,0.057830,0.068660,0.083860,0.072161,0.074100,0.070004,0.087171,0.068521,0.086962,0.076034,0.070232,0.083466,0.088899,0.080492,0.075840,0.081833,0.073569,0.081640,0.070858,0.076978,0.092481,0.080959,0.085994,0.075330,0.077946,0.091746,0.080727,0.069828,0.083094,0.074597,0.078792,0.081859,0.084844,0.057883,0.079539,0.087285,0.087111,0.086849,0.089774,0.069655,0.087069,0.087228,0.084943,0.093614,0.074468,0.070681,0.084960,0.067056,0.063329,0.080088,0.063232,0.063427,0.069489,0.071582,0.066022,0.055003,0.059459,0.058169,0.050581,0.046790,0.042314,0.053786,0.039910,0.039552
Load20_cur_mu,0.400740,0.387932,0.401268,0.385634,0.377835,0.377522,0.376536,0.370250,0.362744,0.362488,0.373137,0.368969,0.362411,0.367548,0.385693,0.383840,0.402096,0.409223,0.429509,0.446363,0.480508,0.506469,0.542776,0.558997,0.570611,0.592659,0.601315,0.633410,0.632277,0.647054,0.652868,0.682904,0.692522,0.722765,0.734730,0.753014,0.750862,0.765612,0.785253,0.771841,0.772239,0.807823,0.791158,0.790792,0.788728,0.803204,0.804524,0.793783,0.791571,0.820045,0.806332,0.807072,0.780251,0.798509,0.801736,0.800314,0.798202,0.809630,0.792813,0.786494,0.803521,0.811789,0.826799,0.817956,0.824422,0.809985,0.830021,0.822757,0.835201,0.815624,0.836197,0.824349,0.823006,0.810276,0.806985,0.813071,0.801900,0.782426,0.792607,0.776961,0.755469,0.729546,0.720045,0.713546,0.679211,0.654584,0.613935,0.577478,0.557368,0.528851,0.504088,0.476906,0.449433,0.450998,0.448689,0.455770
Load20_cur_sigma,0.046086,0.032076,0.038827,0.039688,0.036136,0.039609,0.037936,0.038808,0.037215,0.034705,0.030054,0.034885,0.037411,0.037733,0.044072,0.037401,0.042312,0.031525,0.042949,0.045587,0.057852,0.044005,0.058773,0.061406,0.044636,0.058726,0.055106,0.072336,0.070942,0.070710,0.068656,0.086074,0.067989,0.062925,0.073663,0.079132,0.082378,0.080588,0.071371,0.075458,0.074592,0.074086,0.067448,0.079044,0.080452,0.075695,0.075136,0.087681,0.076505,0.087742,0.077069,0.076773,0.074855,0.083278,0.081510,0.081043,0.085133,0.068575,0.096216,0.070036,0.077705,0.080995,0.076165,0.064299,0.087039,0.074846,0.074849,0.081582,0.074109,0.084067,0.075701,0.082467,0.084138,0.089323,0.077114,0.075662,0.080472,0.079639,0.079875,0.081365,0.068072,0.066402,0.068169,0.065009,0.065550,0.056073,0.063124,0.063247,0.046886,0.052415,0.049403,0.048074,0.045120,0.037797,0.040204,0.044399
Load21_cur_mu,0.395167,0.390522,0.398908,0.387794,0.379325,0.374765,0.370240,0.368009,0.366067,0.372120,0.366844,0.368019,0.368979,0.373602,0.373756,0.384458,0.402480,0.423639,0.429500,0.448513,0.482782,0.492140,0.522359,0.546321,0.587064,0.588398,0.614640,0.629472,0.638151,0.666808,0.660986,0.662253,0.695406,0.692031,0.724354,0.754830,0.770179,0.766081,0.789494,0.804483,0.793998,0.790509,0.785665,0.822294,0.802881,0.802065,0.806382,0.790503,0.808559,0.809902,0.805251,0.800623,0.814229,0.797343,0.800427,0.775825,0.805338,0.811146,0.819656,0.810789,0.811240,0.805000,0.826849,0.818632,0.816628,0.824795,0.823260,0.850871,0.834338,0.808970,0.817296,0.823764,0.813813,0.822694,0.814988,0.809650,0.808187,0.803168,0.795482,0.785237,0.761238,0.741905,0.732553,0.695781,0.685078,0.678663,0.609867,0.577115,0.545118,0.520186,0.499789,0.468815,0.445272,0.444657,0.448690,0.435791
Load21_cur_sigma,0.042426,0.038245,0.044507,0.030683,0.038230,0.037517,0.037977,0.038757,0.035877,0.043127,0.039250,0.037749,0.043082,0.039845,0.034894,0.036907,0.045097,0.038012,0.038501,0.052531,0.052839,0.051905,0.057741,0.062876,0.049704,0.051745,0.059412,0.069647,0.068642,0.065010,0.075102,0.059765,0.069812,0.064055,0.066646,0.078537,0.081818,0.074883,0.074545,0.073751,0.070608,0.095444,0.068603,0.071419,0.073813,0.087941,0.078442,0.066324,0.085083,0.074963,0.081920,0.078607,0.080917,0.082531,0.089142,0.081769,0.081935,0.077685,0.081580,0.068557,0.078963,0.080977,0.075284,0.078853,0.086192,0.085054,0.082430,0.077079,0.085536,0.090352,0.080265,0.095729,0.090944,0.079808,0.082690,0.074826,0.071301,0.081191,0.082950,0.078502,0.069338,0.073014,0.070455,0.079663,0.063100,0.062461,0.057145,0.059752,0.051250,0.052774,0.051289,0.053571,0.041522,0.048368,0.046220,0.039725
Load22_cur_mu,0.401092,0.397469,0.399959,0.390539,0.373347,0.371069,0.370026,0.379867,0.365954,0.361496,0.368570,0.369223,0.369987,0.379985,0.380778,0.392733,0.396761,0.412384,0.436306,0.465975,0.470262,0.497632,0.522873,0.555494,0.576761,0.598047,0.607651,0.620424,0.647807,0.662012,0.673407,0.671177,0.711663,0.719521,0.727444,0.739655,0.772383,0.765161,0.770563,0.789654,0.796611,0.809521,0.804939,0.817840,0.805232,0.801652,0.798419,0.797773,0.808449,0.785078,0.802358,0.807600,0.799894,0.799407,0.793580,0.799246,0.808543,0.800931,0.794246,0.807520,0.799216,0.812485,0.806134,0.819291,0.835808,0.815814,0.833751,0.844220,0.824716,0.845724,0.832854,0.820846,0.798486,0.838679,0.833394,0.817837,0.788252,0.806242,0.783257,0.762362,0.750575,0.758509,0.737780,0.677563,0.668265,0.650928,0.608290,0.595309,0.555430,0.529362,0.492023,0.480078,0.453638,0.439954,0.448133,0.452066
Load22_cur_sigma,0.040350,0.040895,0.037880,0.033553,0.039616,0.034738,0.042569,0.033741,0.038796,0.039632,0.043414,0.035169,0.038454,0.040141,0.039283,0.039048,0.029858,0.036269,0.038661,0.040812,0.055669,0.052675,0.050538,0.054890,0.058508,0.060024,0.066211,0.062332,0.051698,0.061517,0.069927,0.073958,0.072451,0.066459,0.077107,0.084858,0.077993,0.081533,0.075998,0.062920,0.080808,0.091152,0.084933,0.075371,0.085865,0.080888,0.077837,0.074028,0.095741,0.076693,0.074704,0.079416,0.082282,0.073320,0.084459,0.080299,0.079235,0.078879,0.075836,0.075882,0.080653,0.072898,0.087044,0.084959,0.078725,0.070561,0.077241,0.080527,0.076992,0.081808,0.066611,0.077131,0.087437,0.093025,0.083420,0.069290,0.075485,0.061360,0.072839,0.081737,0.067140,0.071086,0.086354,0.070186,0.070901,0.063259,0.060325,0.061322,0.056330,0.056052,0.049334,0.042729,0.039120,0.041583,0.044181,0.041101
Load23_cur_mu,0.395450,0.394390,0.383846,0.378034,0.388787,0.374910,0.367720,0.371427,0.370184,0.366183,0.371426,0.365389,0.362264,0.376094,0.378166,0.390325,0.397151,0.421739,0.440901,0.453470,0.477590,0.509216,0.534182,0.563282,0.572997,0.608772,0.603036,0.627052,0.631676,0.660694,0.687013,0.690508,0.693190,0.702768,0.734001,0.742766,0.765784,0.773998,0.762966,0.800850,0.788308,0.805530,0.795102,0.800329,0.826418,0.828038,0.802128,0.808722,0.797673,0.804422,0.797544,0.789571,0.775421,0.802473,0.794367,0.798698,0.780761,0.809278,0.795231,0.816915,0.790287,0.813345,0.817282,0.820211,0.826933,0.837214,0.817909,0.821018,0.848343,0.836641,0.844934,0.823052,0.824972,0.822464,0.809893,0.817483,0.825432,0.815033,0.793780,0.776351,0.754494,0.742622,0.731275,0.712301,0.686475,0.651431,0.610760,0.586309,0.548318,0.536626,0.495027,0.478233,0.451976,0.451143,0.443553,0.441241
Load23_cur_sigma,0.038593,0.037709,0.034382,0.039405,0.034820,0.038035,0.040884,0.035469,0.034398,0.041900,0.042595,0.033390,0.036304,0.035700,0.030247,0.043791,0.036144,0.043184,0.044815,0.046615,0.033269,0.046490,0.062181,0.055183,0.047857,0.064895,0.056069,0.057026,0.060817,0.069734,0.062538,0.079689,0.066934,0.069208,0.081781,0.080713,0.079160,0.103152,0.087783,0.075416,0.077257,0.072568,0.085304,0.088107,0.085806,0.081755,0.073863,0.075595,0.074745,0.084862,0.068918,0.099639,0.082864,0.068422,0.075919,0.078307,0.071031,0.087278,0.079466,0.079429,0.079123,0.080746,0.092139,0.074983,0.077054,0.081388,0.087297,0.081312,0.064703,0.079820,0.077213,0.095275,0.078192,0.089908,0.076082,0.085776,0.075738,0.106708,0.078646,0.080215,0.081986,0.071178,0.075533,0.073527,0.061032,0.058642,0.055049,0.068171,0.058270,0.047796,0.050984,0.050424,0.046742,0.042921,0.041930,0.045083
Load24_cur_mu,0.405654,0.397794,0.384140,0.383510,0.375142,0.375776,0.376046,0.368450,0.369381,0.374274,0.364936,0.367942,0.360793,0.376236,0.381579,0.391132,0.390478,0.415457,0.431733,0.450122,0.481976,0.494105,0.528742,0.549716,0.559089,0.598621,0.601158,0.624515,0.629136,0.659464,0.648452,0.692284,0.706430,0.715886,0.729928,0.764143,0.760721,0.768356,0.777124,0.797092,0.770431,0.799891,0.816611,0.813274,0.805135,0.802729,0.796963,0.796851,0.795490,0.804680,0.822556,0.812763,0.805179,0.794250,0.814109,0.805238,0.789442,0.792261,0.797421,0.799374,0.816512,0.805399,0.823693,0.808531,0.817910,0.803139,0.836124,0.849144,0.811909,0.807866,0.841994,0.836647,0.835035,0.813402,0.795182,0.805911,0.801372,0.784202,0.778035,0.770295,0.791835,0.742927,0.723392,0.709779,0.685417,0.627282,0.622023,0.571676,0.543790,0.519963,0.493980,0.471359,0.439622,0.447433,0.454672,0.443693
Load24_cur_sigma,0.042644,0.036656,0.037393,0.040622,0.038014,0.035036,0.038439,0.036616,0.039041,0.038671,0.037450,0.036251,0.034699,0.044864,0.037423,0.041489,0.038023,0.042193,0.036359,0.052674,0.049148,0.047861,0.052313,0.057366,0.065637,0.052844,0.049626,0.060066,0.065791,0.069993,0.067824,0.056962,0.073622,0.072539,0.069778,0.076957,0.084840,0.064947,0.074837,0.088830,0.074585,0.077691,0.079934,0.088725,0.072949,0.068053,0.084380,0.067214,0.077551,0.087033,0.072791,0.073076,0.093199,0.072771,0.078421,0.084845,0.069645,0.084356,0.093384,0.077581,0.085677,0.078113,0.092205,0.077591,0.078871,0.071186,0.084898,0.088465,0.080907,0.085168,0.075020,0.076110,0.081450,0.088280,0.085539,0.077713,0.086414,0.074697,0.076902,0.067504,0.076207,0.067204,0.068867,0.064155,0.076440,0.063039,0.053382,0.064289,0.050267,0.042091,0.056162,0.049414,0.043030,0.043606,0.047943,0.044746
Load25_cur_mu,0.403183,0.399025,0.376345,0.392653,0.386385,0.381026,0.368656,0.368414,0.371732,0.372365,0.378644,0.365933,0.377536,0.371359,0.376375,0.389017,0.396687,0.419664,0.439229,0.461915,0.478091,0.497584,0.542073,0.547955,0.576795,0.578490,0.606498,0.603938,0.626846,0.658072,0.664082,0.685492,0.711964,0.714654,0.735687,0.756958,0.765543,0.775534,0.775288,0.786571,0.790797,0.775548,0.797208,0.817018,0.811587,0.824115,0.782010,0.784927,0.799341,0.818812,0.797344,0.780209,0.805442,0.822779,0.789055,0.807107,0.815424,0.795389,0.810678,0.816360,0.796761,0.818086,0.831644,0.809950,0.823707,0.811686,0.832043,0.821422,0.833948,0.845408,0.836562,0.826851,0.817348,0.823190,0.808992,0.800929,0.795214,0.778852,0.779293,0.759731,0.768037,0.739222,0.721980,0.703901,0.678258,0.660015,0.623568,0.576175,0.563007,0.521819,0.488820,0.467126,0.446235,0.447074,0.449326,0.449548
Load25_cur_sigma,0.041180,0.037948,0.045969,0.034153,0.036466,0.044810,0.033971,0.032649,0.032655,0.039840,0.030976,0.039159,0.030725,0.033808,0.041644,0.034535,0.037261,0.042628,0.039803,0.045678,0.044836,0.056875,0.063806,0.051008,0.057937,0.068759,0.055883,0.065720,0.070143,0.057967,0.057449,0.074448,0.071064,0.065512,0.073584,0.084278,0.064601,0.082444,0.086409,0.075883,0.090821,0.076221,0.078883,0.081524,0.072743,0.081146,0.085668,0.079224,0.085645,0.070240,0.086073,0.080794,0.076063,0.092642,0.075862,0.081560,0.082397,0.079092,0.084626,0.085119,0.090343,0.079819,0.087053,0.084107,0.087690,0.066380,0.073776,0.077156,0.088675,0.078721,0.077618,0.082567,0.071884,0.068465,0.064431,0.099243,0.083598,0.074146,0.072077,0.084844,0.076109,0.084238,0.076762,0.068481,0.082161,0.064095,0.073185,0.054201,0.061050,0.050662,0.049101,0.051967,0.044962,0.037882,0.039612,0.041741
Load26_cur_mu,0.394588,0.399761,0.393444,0.387664,0.380198,0.380844,0.377827,0.369960,0.373699,0.372628,0.368328,0.364111,0.366925,0.380813,0.383171,0.390090,0.396747,0.413671,0.436155,0.462660,0.471356,0.505132,0.529199,0.545809,0.571173,0.602392,0.590624,0.637301,0.642410,0.662884,0.679344,0.689061,0.710320,0.729962,0.741633,0.753377,0.759109,0.779456,0.777086,0.785235,0.797354,0.805245,0.799353,0.805203,0.799913,0.783363,0.795634,0.812368,0.812082,0.823464,0.788754,0.809467,0.785222,0.806016,0.813694,0.793560,0.785288,0.796598,0.796270,0.802773,0.796368,0.828684,0.807038,0.820760,0.843633,0.844631,0.819426,0.816400,0.838024,0.827760,0.848327,0.793604,0.820538,0.811632,0.804534,0.802910,0.812987,0.780177,0.801217,0.752719,0.759353,0.753056,0.731781,0.711453,0.684729,0.648957,0.624416,0.577637,0.540667,0.521177,0.490105,0.474833,0.449971,0.433285,0.449959,0.445713
Load26_cur_sigma,0.037931,0.032447,0.040594,0.038016,0.041198,0.031464,0.043657,0.039356,0.033737,0.039292,0.034431,0.039337,0.036201,0.038047,0.038006,0.040210,0.039051,0.045192,0.047824,0.044217,0.041780,0.050776,0.054404,0.053160,0.056628,0.057247,0.069486,0.055738,0.066943,0.060349,0.066555,0.061812,0.075404,0.068740,0.090646,0.072387,0.086417,0.063452,0.080382,0.076722,0.091718,0.085921,0.079941,0.069838,0.096068,0.074176,0.073536,0.076648,0.066841,0.077431,0.072027,0.081101,0.078244,0.072861,0.078086,0.082103,0.089832,0.077283,0.071064,0.085936,0.079573,0.084319,0.084373,0.083687,0.098543,0.082452,0.070943,0.069973,0.084451,0.077756,0.091283,0.085809,0.082919,0.078676,0.087200,0.079319,0.070859,0.086561,0.081898,0.066790,0.081062,0.082047,0.082233,0.072727,0.058178,0.053411,0.071370,0.059062,0.050946,0.052999,0.042524,0.046579,0.044431,0.040711,0.042467,0.042197
Load27_cur_mu,0.393060,0.399056,0.387852,0.380623,0.381344,0.383849,0.377854,0.375005,0.372288,0.369339,0.366641,0.372847,0.362081,0.365799,0.381701,0.394798,0.393613,0.419099,0.434258,0.459937,0.480186,0.498225,0.524024,0.548669,0.563656,0.594202,0.599073,0.623989,0.635877,0.633627,0.678276,0.696219,0.714037,0.720220,0.742578,0.757349,0.755328,0.767133,0.767809,0.775263,0.796546,0.803496,0.814063,0.788897,0.798076,0.801676,0.820960,0.819608,0.834174,0.812181,0.801212,0.798813,0.783139,0.793874,0.814060,0.798928,0.783247,0.807036,0.812005,0.805317,0.811219,0.814576,0.820876,0.816008,0.804821,0.834416,0.837942,0.825121,0.827506,0.808338,0.846178,0.830511,0.835486,0.802877,0.813143,0.805424,0.796538,0.791873,0.783706,0.774928,0.769069,0.756114,0.718776,0.698329,0.678844,0.641987,0.605634,0.568906,0.546099,0.526523,0.492583,0.471472,0.440695,0.449568,0.444803,0.437140
